year,magnitude,fire,harvest,insects,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag,temperature_lag,longitude,latitude
2008, -665,NA,NA,NA, 68.26,29.77,58.71,0,416,1131,3.50, 946,4.35,-6076230,5092849
2007,  827,NA,NA,NA, 30.49,66.80,33.16,0,404, 923,3.74, 918,3.88,-6043104,5127598
2006, 1111,NA,NA,NA, 68.26,73.52,26.48,0,347,1000,5.59, 840,4.17,-6019938,5093544
2013,-1077,NA,NA,NA, 71.17,78.71,20.98,0,494,1168,4.00, 991,5.49,-6128816,5036093
2010, -446,NA,NA,NA, 71.32,76.04,23.91,0,496, 968,5.35,1029,3.64,-6093141,5048603
2010,-1152,NA,NA,NA, 71.98,86.02,13.82,0,513, 972,5.31,1037,3.63,-6100554,5043738
2017, -734,NA,NA,NA, 79.96,64.01,35.93,0,357,1250,4.79, 937,4.48,-6065806,5059027
2021,  768,NA,NA,NA,107.42,74.44,24.97,0,259, 752,6.50, 906,4.70,-5994687,5124123
2010,-1097,NA,NA,NA, 79.76,82.34,17.65,0,452,1006,5.74,1096,4.13,-6137388,5030302
2016, -657,NA,NA,NA, 81.36,88.66,11.16,0,472, 999,5.20,1027,3.94,-6110747,5030765
2012,  684,NA,NA,NA, 79.34,68.07,31.87,0,470, 923,5.89,1018,4.69,-6113064,5046518
2011,  477,NA,NA,NA, 56.74,25.42,74.59,0,328, 964,4.70, 949,4.14,-6025034,5127598
2018, -562,NA,NA,NA, 63.16,28.28,70.76,0,319, 946,4.57, 971,4.72,-6049590,5090069
2010,  786,NA,NA,NA, 57.38,63.70,36.29,0,388, 926,5.30, 990,3.52,-6047042,5126439
2018,  751,NA,NA, 1, 85.20,70.80,29.12,0,423,1136,4.88,1065,5.00,-6119782,5025437
2011, -725,NA,NA,NA, 69.36,33.96,63.84,0,234, 946,5.78, 901,5.18,-6006270,5101189
2014,  745,NA,NA,NA, 74.74,65.19,33.55,0,411,1040,3.56, 969,5.27,-6104261,5036557
2010,-1723,NA,NA,NA, 77.06,88.01,11.79,0,470, 984,5.47,1052,3.79,-6109126,5050688
2013, -441,NA,NA,NA, 69.29,54.83,44.76,0,395,1060,4.00, 919,5.51,-6073682,5065282
2015,  865,NA,NA,NA, 80.72,84.87,15.08,0,446, 883,4.17,1161,4.18,-6113064,5116247
2016,  600,NA,NA,NA, 70.63,73.35,26.14,0,421, 959,5.09, 977,3.89,-6076462,5054858
2010, -591,NA,NA,NA, 92.02,73.52,26.03,0,363, 923,6.18, 984,4.44,-6082948,5038873
2019, -747,NA,NA,NA, 85.29,84.98,14.83,0,478,1310,3.42,1151,4.83,-6142716,5036557
2021,  288,NA,NA,NA, 84.14,52.27,47.35,1,419, 944,5.85,1073,4.27,-6110516,5081730
2014, 1711,NA,NA,NA, 76.54,83.70,16.26,0,468,1246,3.20,1116,4.93,-6141789,5068757
2021,  847,NA,NA,NA, 82.12,67.83,32.17,0,456,1009,5.89,1138,4.27,-6113295,5056479
2015,  739,NA,NA,NA, 79.40,81.09,18.85,0,481, 899,4.10,1160,4.15,-6113295,5095861
2018, -717,NA,NA,NA, 82.16,82.75,17.25,0,487,1145,4.50,1076,4.70,-6131828,5027754
2009, -828,NA,NA,NA, 89.42,53.58,45.97,0,238, 877,4.28, 931,5.01,-5995846,5112772
2017, -460,NA,NA,NA, 73.23,54.63,42.64,0,399,1304,4.80, 956,4.56,-6073451,5047213
2015, -569,NA,NA,NA, 70.94,85.36,14.36,0,478, 883,3.85,1098,3.95,-6088277,5090764
2013, -964,NA,NA,NA, 83.08,86.83,13.17,0,461,1172,3.36, 989,4.99,-6073914,5114625
2012,  246,NA,NA,NA, 76.00,49.60,48.37,0,376, 965,6.73,1071,5.51,-6177928,5022194
2012,-1318,NA,NA,NA, 75.50,58.93,40.47,0,371, 886,6.55,1006,5.34,-6121403,5026827
2017, -335,NA,NA,NA, 75.72,76.80,22.97,0,485,1319,4.48, 991,4.16,-6107504,5035167
2012, -927,NA,NA,NA, 68.78,86.53,13.23,0,513, 893,5.70,1005,4.54,-6089898,5046518
2013, -659,NA,NA,NA, 78.76,92.44, 7.54,0,448,1116,4.31, 957,5.78,-6125805,5026132
2007,  434,NA,NA,NA, 58.78,31.41,68.29,0,240, 841,4.61, 839,4.91,-6010208,5109760
2005, -730,NA, 1,NA,  4.45,24.23,65.05,0,318, 790,4.70, 847,3.90,-6045652,5086131
2011,  591,NA,NA,NA, 73.26,64.49,35.36,0,430, 969,5.25,1051,4.56,-6100091,5036093
2012, 1385,NA,NA,NA, 79.48,81.29,18.47,0,510,1028,5.80,1091,4.63,-6147812,5064355
2009,  489,NA,NA,NA, 71.58,45.00,54.45,0,348, 917,3.40, 992,4.10,-6029204,5132231
2008, 1054,NA,NA,NA, 60.65,72.97,25.96,0,257,1008,4.89, 859,5.73,-6038470,5063197
2010, -827,NA,NA,NA, 73.56,49.13,49.37,0,407, 948,5.85,1015,4.18,-6104029,5036557
2010, -678,NA,NA,NA, 61.82,60.83,39.17,0,405, 927,5.20, 992,3.45,-6044262,5127829
2016, -492,NA,NA,NA, 83.32,86.77,12.75,0,496, 998,5.22,1046,3.92,-6135766,5021499
2016, -661,NA,NA,NA, 60.28,31.27,68.73,0,402, 948,4.81,1025,3.53,-6067659,5104200
2017, -992,NA, 1,NA, 75.22,84.31,15.63,0,407,1369,4.96, 978,4.71,-6075072,5036325
2009,  462,NA,NA,NA, 74.12,93.47, 6.31,0,411,1093,4.15,1148,4.95,-6167503,5058564
2013, -576,NA,NA,NA, 64.74,54.12,44.80,0,349,1067,3.60, 927,5.18,-6026424,5126208
2011,  716,NA,NA,NA, 59.60,42.27,55.61,0,308, 959,4.95, 958,4.38,-6040555,5113930
2017, -863,NA,NA,NA,109.88,54.01,45.93,0,354,1389,5.39, 972,5.16,-6075999,5027522
2005, 1389,NA,NA,NA, 45.70,71.23,28.73,0,358, 792,4.89, 847,4.06,-6024803,5087521
2015, -510,NA,NA,NA, 85.10,78.12,21.62,0,366, 842,4.35,1107,4.35,-6088045,5128988
2016,  548,NA,NA,NA, 77.24,71.07,28.93,0,415, 931,4.53, 988,3.29,-6035691,5119490
2013, -810,NA,NA,NA, 88.70,80.37,19.36,0,418,1198,3.71, 999,5.40,-6097543,5108602
2012, -635,NA,NA,NA, 62.36,69.35,30.63,0,295, 849,6.20, 916,5.16,-6034069,5089606
2011,  691,NA,NA,NA, 78.37,84.26,15.63,0,492, 994,5.04,1088,4.33,-6109589,5032155
2021,  767,NA,NA,NA,118.78,63.88,31.91,0,253, 751,6.50, 905,4.70,-5994919,5124123
2019,-1076,NA,NA,NA, 72.92,65.66,34.34,0,330,1012,3.28, 997,4.65,-6039397,5101189
2010, -610,NA,NA,NA, 72.08,67.26,32.62,0,468, 989,5.63,1070,4.00,-6121635,5032155
2020,-1102,NA,NA,NA, 77.22,47.07,52.91,0,292, 962,5.80,1046,4.55,-6012757,5098409
2017, -858,NA,NA,NA, 59.64,59.05,40.90,0,363,1140,4.32, 927,4.02,-6041945,5102115
2015, -813,NA,NA,NA, 86.34,85.48,14.49,0,480, 925,4.36,1087,4.49,-6138546,5033082
2012,-1001,NA,NA,NA, 59.90,73.31,26.69,0,501, 924,5.90,1037,4.70,-6119782,5035167
2012, -775,NA,NA,NA, 76.94,73.90,25.92,0,495, 903,6.00,1024,4.80,-6118624,5030534
2012,  877,NA,NA,NA, 70.46,70.65,29.14,1,471, 930,5.40, 987,4.30,-6072756,5081730
2019, -799,NA,NA,NA, 85.70,53.15,46.84,0,311,1010,3.38,1001,4.76,-6031521,5100726
2012, -567,NA,NA,NA, 73.96,68.01,31.32,0,495, 967,5.80,1056,4.63,-6129511,5047908
2021,  937,NA,NA,NA, 85.86,83.00,16.59,0,487,1001,5.69,1133,4.16,-6129511,5070610
2010,  984,NA,NA,NA, 74.70,75.95,21.40,0,236, 872,6.61, 905,4.78,-6027814,5079645
2018,-1289,NA, 1,NA, 24.75,51.39,47.16,0,381, 897,4.00, 942,4.20,-6031057,5129451
2009, -694,NA,NA,NA, 41.62,36.68,61.16,0,411,1012,3.70,1094,4.45,-6105187,5103274
2013, -831,NA,NA,NA, 77.38,87.76,12.00,0,450,1171,3.61, 988,5.22,-6082948,5100494
2015, -349,NA,NA,NA, 77.84,81.07,18.92,0,338, 842,4.47,1102,4.49,-6092910,5121806
2015, -809,NA,NA,NA, 72.24,70.87,28.20,0,304, 842,4.64, 946,4.81,-6033837,5086131
2010,-1144,NA,NA,NA, 56.26,76.46,23.53,0,506, 992,5.48,1067,3.84,-6113990,5035862
2018, -617,NA,NA,NA, 77.26,52.73,46.05,0,412, 918,3.90, 957,4.12,-6040555,5118563
2016, 1044,NA,NA,NA, 72.90,73.13,26.83,0,442,1019,5.50,1098,4.15,-6151287,5033314
2013, -629,NA,NA,NA, 75.64,84.48,15.52,0,475,1207,3.53,1007,5.17,-6101713,5107212
2011,  479,NA,NA,NA, 65.46,66.73,32.83,0,390, 956,5.37,1010,4.71,-6077620,5045823
2015, -510,NA,NA,NA, 82.90,86.51,13.33,0,430, 900,4.63,1013,4.80,-6123257,5023121
2004,-1678,NA,NA,NA, 67.24,56.06,43.86,0,307, 789,3.79, 846,4.68,-6044262,5082888
2016, -826,NA, 1,NA, 46.39,61.01,38.96,0,284, 903,5.09, 930,3.86,-6007660,5125281
2006, -570,NA,NA,NA, 67.96,86.12,13.81,0,474,1058,5.42, 951,4.01,-6117465,5025437
2017, -646,NA,NA,NA, 88.50,51.78,45.19,0,415,1197,4.70,1057,4.27,-6137851,5082656
2008, 1190,NA,NA,NA, 53.46,36.75,62.36,0,338,1064,4.27, 872,5.14,-6076230,5051846
2009, 2162,NA,NA,NA, 76.44,59.43,40.56,1,369,1001,3.90,1092,4.67,-6106809,5111613
2009, -790,NA,NA,NA, 66.58,40.36,59.51,0,321, 906,3.65, 960,4.36,-6019706,5113235
2013, -339,NA,NA,NA, 85.16,74.02,25.70,0,309,1005,4.97, 892,6.47,-6059551,5041885
2009, -561,NA, 1,NA, 75.44,97.00, 2.81,0,470,1091,3.78,1156,4.55,-6156615,5068989
2011,  531,NA,NA,NA, 55.66,62.38,37.51,0,429, 969,5.24,1050,4.56,-6100091,5036325
2007,  877,NA,NA,NA, 45.71,46.60,51.99,0,303, 833,5.20, 897,5.53,-6092215,5024511
2012, -954,NA,NA,NA, 78.98,80.95,18.89,0,485, 955,6.00,1058,4.78,-6137156,5037483
2017,  297,NA,NA,NA, 75.19,60.17,39.17,0,289,1073,4.45, 892,4.13,-6008123,5128756
2013, -821,NA, 1,NA, 82.53,83.72,16.13,0,208, 967,4.51, 882,6.09,-5977313,5129683
2013, -992,NA,NA,NA, 72.90,77.72,22.23,0,489,1109,3.94, 954,5.43,-6104956,5039105
2015, -693,NA,NA,NA, 82.76,83.09,16.86,0,379, 937,4.88,1149,5.02,-6169588,5040727
2018,-1045,NA,NA,NA, 70.06,48.09,51.89,0,290, 918,4.56, 955,4.75,-6025266,5106980
2010,  703,NA,NA,NA, 77.60,67.20,32.51,0,479,1051,5.40,1119,3.85,-6133218,5072232
2013, -981,NA,NA,NA, 62.58,70.49,29.02,0,381,1035,4.20, 908,5.71,-6058856,5063197
2018,-1003,NA, 1,NA, 82.52,74.21,25.79,0,295, 881,4.32, 931,4.54,-6006734,5127598
2013, -577,NA,NA,NA, 64.66,86.04,13.89,0,275,1007,4.60, 890,6.10,-6033142,5084510
2012,  790,NA,NA,NA, 79.14,59.26,40.03,1,436, 947,5.88,1015,4.71,-6108199,5065050
2014, -818,NA,NA,NA, 81.09,81.56,18.44,0,458,1204,3.00,1089,4.73,-6107736,5091923
2008, -558,NA,NA,NA, 55.38,25.73,70.74,0,306,1011,3.80, 886,4.67,-6022486,5112540
2013, -711,NA,NA,NA, 78.74,73.36,26.27,0,405,1193,3.81, 992,5.51,-6099628,5119953
2020, -693,NA,NA,NA,113.98,48.35,51.40,1,301, 991,5.71,1067,4.48,-6036154,5085436
2015, 1038,NA,NA,NA, 34.74,33.99,64.07,0,305, 823,4.22, 998,4.36,-6044957,5113467
2014,  844,NA,NA,NA,101.04,35.84,63.44,0,185, 912,4.40, 909,5.90,-5988664,5112077
2022, 1159,NA,NA,NA, 67.74,25.42,74.59,0,328,  NA,  NA, 883,4.54,-6025034,5127598
2008, -624,NA,NA,NA, 60.79,70.45,28.99,0,343,1069,4.25, 874,5.10,-6077389,5051151
2010,  570,NA,NA,NA, 74.64,83.91,15.86,0,474,1060,5.57,1142,4.03,-6152909,5053004
2013, -625,NA,NA,NA, 68.44,77.60,22.39,0,264,1001,4.03, 893,5.63,-5999552,5128756
2013, -728,NA,NA,NA, 78.56,90.72, 9.20,0,419,1216,3.80,1007,5.53,-6112832,5116710
2018, -915,NA,NA,NA, 76.90,77.77,22.23,0,398, 924,3.92, 963,4.14,-6034996,5118100
2014, -653,NA,NA,NA, 80.04,50.51,48.33,0,298, 958,3.55, 945,5.14,-6021328,5103969
2021,  827,NA,NA,NA, 99.64,64.62,32.43,0,268, 759,6.50, 914,4.70,-5993297,5121806
2010,  626,NA,NA,NA, 73.84,88.89,10.90,1,449,1032,5.60,1106,4.03,-6135766,5056711
2021,  980,NA,NA,NA,104.96,64.09,35.68,0,206, 736,6.70, 891,4.89,-5984031,5127598
2018,-1025,NA,NA,NA, 79.28,87.72,12.28,0,423, 928,3.80, 967,4.07,-6035459,5118100
2010,  501,NA,NA,NA, 75.36,95.12, 4.66,0,507,1066,5.40,1147,3.86,-6149666,5054394
2016, -628,NA,NA,NA, 74.56,67.17,32.65,0,434, 970,4.76, 979,3.59,-6044725,5079876
2021,  693,NA,NA,NA, 85.20,78.95,21.05,0,490,1062,5.90,1188,4.30,-6106346,5038178
2007,-1283,NA,NA,NA, 76.58,83.55,16.39,0,386, 995,4.49, 970,4.50,-6103798,5114393
2010,-1073,NA,NA,NA, 79.09,69.12,29.08,0,157, 838,6.80, 871,4.88,-5981946,5119490
2008, -632,NA,NA,NA, 67.10,47.80,50.90,1,261, 999,3.80, 884,4.66,-6008818,5131304
2015, -548,NA, 1,NA, 53.88,17.10,82.79,0,261, 812,4.41, 964,4.56,-6036617,5110687
2021,  956,NA,NA,NA, 84.74,78.94,21.06,0,491,1060,5.90,1187,4.30,-6112137,5041421
2006, -723,NA,NA,NA, 73.96,81.38,18.56,1,475,1091,5.12, 993,3.69,-6129975,5058101
2012, -944,NA,NA,NA, 73.54,83.91,16.09,0,492, 883,6.20,1019,4.99,-6104261,5025206
2018, -835,NA,NA,NA, 76.12,34.91,65.10,0,287, 898,4.39, 942,4.56,-6020170,5118795
2022, 1142,NA,NA,NA, 77.02,80.30,19.34,0,284,  NA,  NA, 888,4.86,-6020401,5117868
2014, 1353,NA,NA,NA, 83.20,91.87, 7.90,0,537,1279,3.00,1146,4.75,-6144801,5066904
2019, -610,NA, 1,NA, 69.70,55.80,44.20,0,434,1164,3.15,1082,4.53,-6081790,5060649
2007, -636,NA,NA,NA, 70.04,55.05,44.28,0,426, 861,4.62, 916,5.03,-6066964,5036788
2014,  922,NA,NA,NA,110.50,62.08,37.82,0,384,1028,4.00, 945,5.59,-6057235,5043970
2016, -625,NA,NA,NA, 80.90,72.05,27.95,0,456, 985,5.03, 997,3.83,-6078547,5049066
2010, -777,NA,NA,NA, 71.12,75.45,24.30,0,397,1028,6.13,1135,4.67,-6178854,5021267
2012, -721,NA, 1,NA, 80.33,81.78,18.23,0,199, 843,6.39, 885,5.45,-5976618,5130378
2013, -341,NA,NA,NA, 67.84,25.49,68.76,0,208, 994,4.80, 873,6.34,-6036617,5087289
2021, -857,NA,NA,NA, 80.10,51.47,48.49,0,346, 792,5.66, 917,3.96,-6030131,5129914
2005,  843,NA,NA,NA, 53.68,77.46,22.53,0,284, 777,5.20, 833,4.40,-6031057,5083120
2018,-1038,NA,NA,NA, 65.08,54.11,45.89,0,327, 882,4.15, 931,4.37,-6012757,5130841
2019,-1022,NA,NA,NA, 99.69,33.32,65.97,0,267, 998,3.73, 999,5.10,-6017853,5101652
2013, -660,NA,NA,NA, 75.64,79.14,20.82,0,420,1144,3.44, 967,5.07,-6068122,5119490
2018,-1104,NA,NA,NA, 80.18,28.02,71.88,0,288, 918,4.58, 954,4.76,-6026656,5106749
2015, -373,NA,NA,NA, 68.17,76.07,23.47,0,484, 925,4.30,1089,4.46,-6139241,5033545
2017, -924,NA, 1,NA, 85.42,77.93,22.07,0,432,1379,4.83, 985,4.58,-6075304,5036093
2006, -784,NA,NA,NA, 53.06,80.54,19.43,0,445,1102,5.43,1025,4.03,-6155920,5051614
2014, -565,NA,NA,NA, 62.80,21.49,69.79,0,197, 936,4.30, 909,5.87,-6040324,5083120
2010,-1063,NA,NA,NA, 78.88,78.55,21.29,1,442, 955,5.62,1019,3.93,-6097311,5042116
2016, -566,NA,NA,NA, 76.80,78.86,20.54,0,429, 990,5.51,1004,4.29,-6103334,5023352
2019, -858,NA,NA,NA, 87.08,68.00,31.84,0,454,1228,3.29,1106,4.71,-6114222,5050919
2011,  713,NA,NA,NA, 71.22,62.14,37.64,0,327, 963,4.87, 961,4.28,-6039860,5114393
2011,  654,NA,NA,NA, 73.42,92.04, 7.29,0,256, 950,5.93, 923,5.30,-6023413,5080340
2009, -837,NA,NA,NA, 65.86,65.12,33.83,0,224, 865,4.07, 928,4.77,-5995846,5128524
2009,-1885,NA,NA,NA, 70.96,70.81,29.18,1,442, 981,3.24,1039,3.97,-6066269,5103737
2010,-1051,NA,NA,NA, 74.60,86.21,13.64,0,443, 954,5.79,1022,4.08,-6094068,5033777
2010,  617,NA,NA,NA, 79.54,86.19,13.81,0,399,1058,6.00,1145,4.50,-6169356,5057406
2015, -618,NA,NA,NA, 81.74,85.17,14.83,0,417, 868,4.25,1138,4.27,-6104956,5116941
2015, -438,NA,NA,NA, 90.25,69.82,30.08,1,372, 860,4.39,1125,4.43,-6101481,5117173
2012, -495,NA,NA,NA, 73.24,68.18,31.73,0,473, 901,6.05,1018,4.83,-6117465,5032619
2017,-1309,NA, 1,NA, 17.22,36.29,62.31,0,364,1079,4.20, 924,3.82,-6032911,5128524
2011,  414,NA,NA,NA, 77.12,66.11,33.88,0,360, 971,4.60, 956,4.03,-6025266,5128293
2010,  864,NA,NA,NA, 69.79,76.83,21.26,0,289, 887,6.35, 919,4.50,-6026193,5081498
2022,-1328,NA,NA,NA, 90.84,17.83,82.11,0,226,  NA,  NA, 888,5.23,-6033142,5109760
2012, -892,NA,NA,NA, 73.64,70.75,29.20,0,399, 867,5.99, 964,4.87,-6087350,5053004
2012,  252,NA,NA,NA, 77.36,68.49,31.37,0,451, 895,5.61, 976,4.51,-6075072,5067599
2013, -365,NA,NA,NA, 83.30,62.75,36.89,0,372,1159,3.82, 970,5.50,-6085265,5119953
2016, -198,NA,NA,NA, 84.18,88.87,10.85,0,489, 995,5.18,1033,3.93,-6120245,5029839
2015,-1412,NA,NA,NA, 83.94,79.77,20.21,0,387, 858,4.35,1118,4.36,-6095921,5117173
2013,-1112,NA,NA,NA, 60.08,77.19,22.81,0,512,1157,3.90, 984,5.39,-6121635,5037252
2014, -610,NA,NA,NA, 59.70,26.36,64.26,0,203, 925,4.34, 912,5.87,-6004649,5101189
2010,  766,NA, 1,NA, 66.58,72.49,27.40,0,170, 838,6.52, 874,4.61,-5976618,5131999
2007,-1154,NA,NA,NA, 76.73,85.70,13.69,0,366, 976,5.12,1002,5.20,-6178159,5032850
2006,-1586,NA,NA,NA, 68.24,86.85,12.38,0,424,1101,5.59,1031,4.15,-6164260,5059259
2016,-1423,NA,NA,NA, 70.46,38.07,61.81,0,228, 917,5.75, 921,4.56,-6036849,5087521
2008, -481,NA,NA,NA, 75.57,41.75,57.12,0,427,1131,3.80, 914,4.64,-6094068,5053468
2021,  849,NA,NA,NA, 82.75,49.39,49.63,0,436, 943,5.78,1064,4.19,-6113295,5094471
2008,-1316,NA,NA,NA,102.00,81.99,17.95,0,183, 943,4.70, 858,5.53,-5978935,5123196
2010, -986,NA,NA,NA, 72.98,79.02,20.99,1,491, 973,5.41,1040,3.74,-6098933,5041653
2009,  509,NA,NA,NA, 77.28,84.65,15.10,0,413,1094,4.12,1137,4.89,-6161712,5055321
2018, 1404,NA,NA,NA, 82.50,77.66,22.08,0,410,1050,4.54,1026,4.68,-6075535,5055089
2006, 1248,NA,NA,NA, 59.54,70.38,29.44,0,333, 999,5.58, 838,4.18,-6020401,5093313
2019,  551,NA,NA,NA, 59.22,51.09,48.82,0,461,1100,2.80,1048,4.24,-6069049,5088216
2022,-1018,NA,NA,NA, 84.22,63.81,35.13,0,280,  NA,  NA, 857,4.83,-6006734,5128988
2019,-1119,NA,NA,NA, 74.08,65.63,34.36,0,406,1025,3.07,1018,4.43,-6030362,5101189
2014, 1614,NA,NA,NA, 68.02,28.41,69.61,0,297, 989,3.35, 959,4.98,-6038934,5106980
2013, -647,NA,NA,NA, 55.39,58.90,40.96,0,367,1031,4.24, 904,5.77,-6058625,5063197
2008, -576,NA,NA,NA, 68.50,74.96,24.64,0,353,1310,4.71,1000,5.56,-6179781,5035167
2017,-1155,NA,NA,NA, 81.07,59.44,39.48,0,380,1268,5.32,1052,4.93,-6174684,5030070
2021,  581,NA,NA,NA, 86.24,73.24,26.76,0,419, 895,5.83,1047,4.13,-6044030,5080340
2013, -485,NA,NA,NA, 75.98,80.50,19.49,0,233, 983,5.06, 878,6.58,-6022255,5081266
2010,-1190,NA,NA,NA, 64.88,66.28,33.65,0,473, 983,5.60,1059,3.97,-6116075,5034703
2010, -762,NA,NA,NA, 97.24,55.88,41.95,0,183, 851,6.85, 882,4.93,-5995846,5105590
2011,  698,NA,NA,NA, 73.34,73.18,26.53,0,403, 960,5.31,1015,4.67,-6077389,5045823
2007,-1011,NA,NA,NA, 71.28,79.31,20.64,0,457, 939,4.49, 993,4.65,-6145727,5032850
2006,  414,NA,NA,NA, 52.40,52.42,47.50,0,372,1025,4.89, 865,3.47,-6025034,5118795
2009,  724,NA,NA,NA, 67.28,34.95,65.05,0,242, 884,4.16, 932,4.87,-6010903,5109297
2013, -614,NA,NA,NA, 72.50,83.76,16.18,0,385,1149,4.69, 976,6.17,-6145727,5024742
2018, -660,NA,NA,NA, 75.20,56.23,42.52,0,279, 909,4.58, 950,4.75,-6020401,5111613
2015, -492,NA,NA,NA, 83.92,89.19,10.82,0,376, 952,5.08,1142,5.22,-6192522,5021499
2012,  969,NA, 1,NA, 69.00,63.03,36.65,0,388, 966,6.70,1072,5.47,-6178391,5021499
2021,  617,NA,NA,NA, 69.60,84.13,15.71,0,477,1045,5.89,1175,4.29,-6122330,5047445
2006, -724,NA,NA,NA, 59.14,89.92, 9.99,0,499,1118,5.16,1035,3.71,-6148971,5054394
2021, -906,NA,NA,NA,113.86,64.22,35.46,0,253, 795,6.75, 951,4.96,-6006502,5103969
2008, 1399,NA,NA,NA,108.06,48.26,51.75,0,308, 999,4.48, 881,5.31,-6017621,5082193
2016,  402,NA,NA,NA, 65.68,33.34,66.37,0,251, 890,5.20, 917,3.97,-6002100,5130609
2012, -939,NA, 1,NA, 86.88,71.85,27.86,0,287, 840,6.34, 908,5.34,-6008587,5099567
2006, 1009,NA,NA,NA, 57.18,69.47,30.54,0,359,1001,5.59, 840,4.16,-6019706,5093776
2010, -922,NA,NA,NA, 75.20,82.85,16.90,0,401, 939,6.17,1022,4.46,-6100323,5021962
2015, -720,NA,NA,NA, 79.68,83.42,16.58,0,478, 916,4.40,1049,4.56,-6133450,5024279
2008, -600,NA, 1,NA, 14.63,65.24,34.58,0,308,1022,3.63, 897,4.46,-6017390,5129683
2010,  780,NA,NA,NA, 65.14,41.92,57.78,0,357, 909,6.16, 950,4.34,-6046115,5062271
2016, -478,NA,NA,NA, 79.46,72.89,27.09,0,472, 984,4.87,1024,3.61,-6093141,5056942
2015,  578,NA,NA,NA, 66.00,46.31,51.69,0,363, 825,3.90,1018,3.98,-6034301,5130146
2012, 1462,NA,NA,NA, 77.96,90.97, 8.89,0,511,1033,5.75,1083,4.57,-6139241,5075012
2010,-1383,NA,NA,NA, 74.48,81.44,18.55,0,478, 994,5.61,1083,4.00,-6128121,5028217
2014,  532,NA,NA,NA, 65.60,16.09,83.89,0,243, 966,3.60, 940,5.25,-6034301,5107907
2022,-1291,NA,NA,NA, 35.13,37.89,62.04,0,374,  NA,  NA, 894,4.40,-6031521,5128524
2010,-1501,NA,NA,NA, 64.24,66.45,33.51,0,433, 936,5.16,1002,3.40,-6047968,5126671
2016, -595,NA,NA, 1, 71.10,86.17,13.83,0,469, 998,5.26,1031,4.00,-6118160,5027290
2013,-2041,NA,NA,NA, 87.14,74.89,25.01,0,426,1056,4.31, 922,5.81,-6080632,5041653
2013, -931,NA,NA,NA, 79.94,75.45,24.20,0,424,1108,4.41, 949,5.89,-6126268,5026132
2021,-1286,NA,NA,NA, 85.74,72.54,27.23,0,414, 954,6.08,1094,4.41,-6064879,5061576
2018,  258,NA,NA,NA, 70.18,73.56,23.70,0,307,1001,4.97,1005,5.10,-6047042,5071768
2017,-1009,NA, 1,NA, 23.17,33.56,64.68,0,349,1077,4.20, 922,3.89,-6033142,5128061
2010,  866,NA,NA,NA, 55.04,79.87,20.10,0,353, 928,5.63,1010,3.91,-6065806,5129219
2013, -826,NA,NA,NA, 75.44,66.77,32.20,0,391,1275,4.27,1053,5.90,-6146886,5079181
2015,-2054,NA,NA,NA, 82.64,87.03,12.70,0,461, 873,3.92,1100,4.03,-6085033,5100726
2005,-1224,NA, 1,NA, 27.46,40.55,59.19,0,263, 780,5.00, 833,4.14,-6027814,5095397
2007,  586,NA,NA,NA, 76.74,87.12,12.73,0,220, 827,5.17, 836,5.53,-6025961,5078950
2013, -676,NA,NA,NA, 78.84,81.12,18.63,0,479,1282,3.94,1062,5.50,-6152677,5065745
2007,  969,NA,NA,NA, 62.31,27.83,70.96,0,253, 842,4.58, 842,4.86,-6011135,5109297
2018,-2175, 1,NA,NA, 36.52,71.95,28.05,0,310, 881,4.18, 929,4.40,-6017158,5129914
2018, 1466,NA,NA,NA, 73.10,24.06,74.52,0,231, 909,4.94, 949,5.11,-6016000,5106749
2015,  403,NA,NA,NA, 84.24,26.01,73.96,0,357, 826,3.90,1020,3.99,-6039397,5126671
2013, -792,NA,NA,NA, 66.90,83.31,16.61,0,392,1142,3.65, 960,5.31,-6066038,5129683
2015, -624,NA,NA,NA, 82.36,79.73,20.21,0,472, 908,4.42,1026,4.58,-6123488,5024511
2015, -807,NA,NA,NA, 77.00,74.36,25.65,0,328, 844,4.50, 949,4.66,-6032216,5088911
2011,  591,NA,NA,NA, 67.40,36.18,60.65,0,264, 947,5.32, 920,4.72,-6023413,5106285
2017, -748,NA,NA,NA, 85.18,77.82,21.87,0,404,1120,4.59, 999,4.16,-6094763,5115320
2018, -892,NA,NA,NA, 81.58,59.96,39.27,0,366,1016,4.65, 999,4.78,-6080632,5060417
2013, -305,NA,NA,NA, 97.48,80.40,18.55,0,184, 964,4.70, 875,6.32,-5985653,5122038
2010, -735,NA,NA,NA, 69.04,80.85,18.99,0,453, 960,5.90,1042,4.22,-6107504,5024742
2019, -629,NA,NA,NA, 89.56,83.38,16.62,0,327,1087,3.84,1076,5.17,-6020170,5081961
2017, -627,NA,NA,NA, 83.34,88.12,11.88,0,440,1245,4.87,1078,4.46,-6157773,5060881
2010, -512,NA,NA,NA, 61.30,48.90,51.00,0,423, 940,5.37, 980,3.60,-6063953,5080571
2009, -953,NA,NA,NA, 65.38,92.30, 7.41,0,487,1110,3.69,1119,4.43,-6141094,5047445
2013, -348,NA,NA,NA, 90.28,88.16,11.58,0,221, 981,4.98, 872,6.50,-6028278,5079876
2013,-1327,NA,NA,NA, 76.94,85.61,14.29,0,454,1169,3.77, 989,5.30,-6101713,5072000
