year,magnitude,age,deciduous,conifers,protected,elevation,precipitation,temperature,precipitation_lag1,temperature_lag1,precipitation_lag2,temperature_lag2,precipitation_lag3,temperature_lag3,cmi,rh,cmi_lag1,rh_lag1,cmi_lag2,rh_lag2,cmi_lag3,rh_lag3
2004, 1855.0, 20.62,20.324,69.197,0,202, 757,4.31, 920,4.30, 766,5.30, 784,6.08,22.5,59.0,38.7,59.0,22.2,60.0,19.3,60.0
2004,-1209.9, 44.54,36.156,61.057,0,197, 756,4.39, 919,4.32, 765,5.31, 783,6.11,22.3,59.0,38.4,59.0,22.0,60.0,19.1,60.0
2004,  456.3, 54.60,20.033,72.177,0,285, 778,3.70, 936,3.70, 794,4.68, 820,5.45,26.5,58.0,42.0,58.0,27.0,59.0,25.0,59.0
2004,-1072.9, 27.21,31.562,60.592,0,195, 755,4.40, 918,4.35, 764,5.35, 782,6.10,22.2,59.0,38.3,59.0,21.9,60.0,19.0,60.0
2004, -474.8, 73.46,27.660,69.785,0,210, 761,4.41, 926,4.40, 765,5.40, 778,6.11,22.8,59.0,39.2,59.0,21.9,60.0,18.5,60.0
2004, -838.7, 44.46,53.892,45.551,0,377, 816,3.21, 974,3.20, 840,4.20, 867,5.00,32.3,58.0,47.7,57.8,33.4,59.0,31.8,59.0
2004, -768.6, 46.22,45.950,54.032,0,394, 819,3.17, 977,3.12, 843,4.17, 870,4.92,32.9,58.0,48.3,58.0,34.1,59.0,32.4,59.0
2004, -797.5, 51.90,51.566,48.436,0,406, 821,3.10, 980,3.09, 845,4.10, 872,4.89,33.3,58.0,48.8,58.0,34.5,59.0,32.9,59.0
2004, -678.0, 51.34,30.355,65.702,0,393, 818,3.18, 977,3.10, 841,4.18, 868,4.93,32.8,58.0,48.3,58.0,33.9,59.0,32.3,59.0
2004, 1447.5, 33.04,46.746,52.431,0,255, 776,3.91, 931,3.88, 785,4.91, 803,5.64,25.6,58.0,41.0,58.0,25.5,59.0,22.5,59.0
2004,-1082.5, 66.76,29.223,68.601,0,306, 784,3.70, 940,3.67, 796,4.70, 814,5.44,27.3,58.0,42.8,58.0,27.4,59.0,24.6,59.0
2004,-1639.5, 58.24,71.950,28.049,0,355, 787,3.80, 947,3.71, 792,4.77, 806,5.50,27.7,59.0,43.6,59.0,27.1,60.0,23.9,60.0
2004,  242.7,109.94,78.505,20.971,0,371, 789,3.70, 954,3.63, 794,4.68, 807,5.40,28.4,59.0,44.7,59.0,27.8,60.0,24.4,60.0
2004,-1170.4, 58.88,40.592,59.301,0,409, 821,3.13, 981,3.10, 843,4.13, 867,4.90,33.3,58.0,48.9,58.0,34.3,59.0,32.3,59.0
